musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName
Ramey Smyth,21,3/4 18:59:00,16,3/4 19:01:00,16,0h 2m,4h 21m,3/4 14:38:00,9.66,Yentna
Joar Leifseth Ulsom,33,3/4 19:01:00,16,3/4 19:05:00,16,0h 4m,3h 59m,3/4 15:02:00,10.54,Yentna
Ryan Redington,7,3/4 17:50:00,16,3/4 19:06:00,16,1h 16m,3h 40m,3/4 14:10:00,11.45,Yentna
Jim Lanier,32,3/4 19:01:00,16,3/4 19:08:00,16,0h 7m,4h 1m,3/4 15:00:00,10.46,Yentna
Jessie Royer,36,3/4 19:04:00,16,3/4 19:10:00,16,0h 6m,3h 56m,3/4 15:08:00,10.68,Yentna
Wade Marrs,11,3/4 18:11:00,16,3/4 19:11:00,16,1h 0m,3h 51m,3/4 14:20:00,10.91,Yentna
Charley Bejna,38,3/4 19:11:00,16,3/4 19:14:00,16,0h 3m,3h 59m,3/4 15:12:00,10.54,Yentna
Tom Knolmayer,43,3/4 19:12:00,16,3/4 19:17:00,16,0h 5m,3h 50m,3/4 15:22:00,10.96,Yentna
Robert Redington,34,3/4 19:16:00,16,3/4 19:17:00,16,0h 1m,4h 12m,3/4 15:04:00,10.00,Yentna
Brett Bruggeman,37,3/4 19:19:00,16,3/4 19:29:00,16,0h 10m,4h 9m,3/4 15:10:00,10.12,Yentna
DeeDee Jonrowe,39,3/4 19:24:00,16,3/4 19:34:00,16,0h 10m,4h 10m,3/4 15:14:00,10.08,Yentna
Nicolas Petit,46,3/4 19:17:00,16,3/4 19:40:00,16,0h 23m,3h 49m,3/4 15:28:00,11.00,Yentna
Lars Monsen,61,3/4 19:43:00,16,3/4 19:45:00,16,0h 2m,3h 45m,3/4 15:58:00,11.20,Yentna
Jeff Deeter,45,3/4 19:43:00,16,3/4 19:45:00,16,0h 2m,4h 17m,3/4 15:26:00,9.81,Yentna
Monica Zappa,48,3/4 19:41:00,16,3/4 19:48:00,16,0h 7m,4h 9m,3/4 15:32:00,10.12,Yentna
Jessie Holmes,41,3/4 19:09:00,16,3/4 19:53:00,16,0h 44m,3h 51m,3/4 15:18:00,10.91,Yentna
Tim Muto,42,3/4 19:48:00,14,3/4 19:53:00,14,0h 5m,4h 28m,3/4 15:20:00,9.40,Yentna
Allen Moore,26,3/4 18:53:00,16,3/4 19:58:00,16,1h 5m,4h 5m,3/4 14:48:00,10.29,Yentna
Kelly Maixner,52,3/4 19:57:00,16,3/4 19:59:00,16,0h 2m,4h 17m,3/4 15:40:00,9.81,Yentna
Michi Konno,63,3/4 19:56:00,16,3/4 20:00:00,16,0h 4m,3h 54m,3/4 16:02:00,10.77,Yentna
Travis Beals,60,3/4 19:57:00,16,3/4 20:00:00,16,0h 3m,4h 1m,3/4 15:56:00,10.46,Yentna
Steve Watkins,59,3/4 20:05:00,16,3/4 20:05:00,16,0h 0m,4h 11m,3/4 15:54:00,10.04,Yentna
Aaron Burmeister,64,3/4 20:03:00,16,3/4 20:07:00,16,0h 4m,3h 59m,3/4 16:04:00,10.54,Yentna
Aaron Peck,50,3/4 20:04:00,16,3/4 20:08:00,16,0h 4m,4h 28m,3/4 15:36:00,9.40,Yentna
Katherine Keith,51,3/4 20:08:00,16,3/4 20:14:00,16,0h 6m,4h 30m,3/4 15:38:00,9.33,Yentna
Hugh Neff,68,3/4 20:15:00,16,3/4 20:15:00,16,0h 0m,4h 3m,3/4 16:12:00,10.37,Yentna
Martin Buser,28,3/4 18:49:00,16,3/4 20:28:00,16,1h 39m,3h 57m,3/4 14:52:00,10.63,Yentna
Ketil Reitan,54,3/4 20:00:00,16,3/4 20:28:00,16,0h 28m,4h 16m,3/4 15:44:00,9.84,Yentna
Emily Maxwell,58,3/4 20:04:00,15,3/4 20:30:00,15,0h 26m,4h 12m,3/4 15:52:00,10.00,Yentna
Jeff King,40,3/4 19:19:00,16,3/4 20:53:00,16,1h 34m,4h 3m,3/4 15:16:00,10.37,Yentna
Marcelle Fressineau,35,3/4 19:27:00,14,3/4 21:24:00,14,1h 57m,4h 21m,3/4 15:06:00,9.66,Yentna
Lev Shvarts,22,3/4 19:00:00,16,3/4 22:02:00,16,3h 2m,4h 20m,3/4 14:40:00,9.69,Yentna
Matthew Failor,55,3/4 22:01:00,16,3/4 22:05:00,16,0h 4m,6h 15m,3/4 15:46:00,6.72,Yentna
Magnus Kaltenborn,6,3/4 18:23:00,16,3/4 22:12:00,16,3h 49m,4h 15m,3/4 14:08:00,9.88,Yentna
Bradley Farquhar,65,3/4 20:15:00,14,3/4 22:20:00,14,2h 5m,4h 9m,3/4 16:06:00,10.12,Yentna
Alan Eischens,53,3/4 19:36:00,16,3/4 22:32:00,16,2h 56m,3h 54m,3/4 15:42:00,10.77,Yentna
Meredith Mapes,16,3/4 18:37:00,16,3/4 23:07:00,16,4h 30m,4h 9m,3/4 14:28:00,10.12,Yentna
Misha Wiljes,19,3/4 18:38:00,14,3/4 23:18:00,14,4h 40m,4h 4m,3/4 14:34:00,10.33,Yentna
Dave Delcourt,57,3/4 20:08:00,16,3/4 23:20:00,16,3h 12m,4h 18m,3/4 15:50:00,9.77,Yentna
Andrew Nolan,56,3/4 20:11:00,16,3/4 23:31:00,16,3h 20m,4h 23m,3/4 15:48:00,9.58,Yentna
Noah Pereira,49,3/4 19:43:00,16,3/4 23:44:00,16,4h 1m,4h 9m,3/4 15:34:00,10.12,Yentna
Scott White,62,3/4 19:57:00,16,3/4 23:59:00,16,4h 2m,3h 57m,3/4 16:00:00,10.63,Yentna
Anja Radano,24,3/4 19:10:00,16,3/5 00:01:00,16,4h 51m,4h 26m,3/4 14:44:00,9.47,Yentna
Zoya DeNure,47,3/4 19:43:00,15,3/5 00:07:00,15,4h 24m,4h 13m,3/4 15:30:00,9.96,Yentna
Tom Schonberger,25,3/4 20:16:00,16,3/5 00:31:00,16,4h 15m,5h 30m,3/4 14:46:00,7.64,Yentna
Jason Stewart,66,3/4 20:18:00,16,3/5 00:44:00,16,4h 26m,4h 10m,3/4 16:08:00,10.08,Yentna
Peter Fleck,67,3/4 20:47:00,16,3/5 01:00:00,16,4h 13m,4h 37m,3/4 16:10:00,9.10,Yentna
Tara Cicatello,44,3/4 20:29:00,14,3/5 01:30:00,14,5h 1m,5h 5m,3/4 15:24:00,8.26,Yentna
