musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,prevOut,checkName
Joar Leifseth Ulsom,33,3/5 12:34:00,16,3/5 15:35:00,16,3h 1m,3h 31m,3/5 09:03:00,8.53,Rainy Pass
Jessie Royer,36,3/5 15:46:00,16,3/5 15:51:00,15,0h 5m,8h 33m,3/5 07:13:00,3.51,Rainy Pass
Aliy Zirkle,31,3/5 15:47:00,16,3/5 15:53:00,16,0h 6m,8h 49m,3/5 06:58:00,3.40,Rainy Pass
Linwood Fiedler,8,3/5 11:32:00,16,3/5 16:10:00,15,4h 38m,3h 29m,3/5 08:03:00,8.61,Rainy Pass
Peter Kaiser,30,3/5 12:15:00,16,3/5 16:12:00,15,3h 57m,3h 35m,3/5 08:40:00,8.37,Rainy Pass
Aaron Burmeister,64,3/5 13:43:00,16,3/5 16:23:00,16,2h 40m,3h 39m,3/5 10:04:00,8.22,Rainy Pass
Larry Daugherty,14,3/5 16:36:00,15,3/5 16:43:00,15,0h 7m,4h 8m,3/5 12:28:00,7.26,Rainy Pass
Hugh Neff,68,3/5 12:08:00,15,3/5 16:50:00,15,4h 42m,3h 52m,3/5 08:16:00,7.76,Rainy Pass
Mats Pettersson,3,3/5 12:55:00,16,3/5 16:55:00,16,4h 0m,3h 36m,3/5 09:19:00,8.33,Rainy Pass
Robert Redington,34,3/5 12:58:00,16,3/5 17:09:00,16,4h 11m,3h 38m,3/5 09:20:00,8.26,Rainy Pass
Lars Monsen,61,3/5 17:09:00,15,3/5 17:14:00,15,0h 5m,8h 49m,3/5 08:20:00,3.40,Rainy Pass
Kelly Maixner,52,3/5 12:18:00,16,3/5 17:15:00,16,4h 57m,3h 43m,3/5 08:35:00,8.07,Rainy Pass
Cody Strathe,2,3/5 12:38:00,16,3/5 17:18:00,16,4h 40m,3h 37m,3/5 09:01:00,8.29,Rainy Pass
Michelle Phillips,18,3/5 13:51:00,15,3/5 17:36:00,15,3h 45m,3h 43m,3/5 10:08:00,8.07,Rainy Pass
Ketil Reitan,54,3/5 14:45:00,15,3/5 17:53:00,15,3h 8m,3h 39m,3/5 11:06:00,8.22,Rainy Pass
Ramey Smyth,21,3/5 18:08:00,16,3/5 18:11:00,16,0h 3m,9h 15m,3/5 08:53:00,3.24,Rainy Pass
Travis Beals,60,3/5 15:15:00,15,3/5 18:22:00,15,3h 7m,3h 38m,3/5 11:37:00,8.26,Rainy Pass
Bradley Farquhar,65,3/5 18:18:00,14,3/5 18:22:00,14,0h 4m,8h 6m,3/5 10:12:00,3.70,Rainy Pass
Anna Berington,4,3/5 14:43:00,15,3/5 18:30:00,13,3h 47m,4h 35m,3/5 10:08:00,6.55,Rainy Pass
Rick Casillo,9,3/5 13:45:00,16,3/5 18:37:00,14,4h 52m,3h 39m,3/5 10:06:00,8.22,Rainy Pass
Matt Hall,15,3/5 15:17:00,15,3/5 18:49:00,15,3h 32m,4h 3m,3/5 11:14:00,7.41,Rainy Pass
Aaron Peck,50,3/5 18:48:00,16,3/5 19:00:00,15,0h 12m,3h 50m,3/5 14:58:00,7.83,Rainy Pass
Michi Konno,63,3/5 14:13:00,15,3/5 19:04:00,15,4h 51m,3h 42m,3/5 10:31:00,8.11,Rainy Pass
Martin Buser,28,3/5 15:16:00,16,3/5 19:10:00,16,3h 54m,3h 40m,3/5 11:36:00,8.18,Rainy Pass
Kristy Berington,20,3/5 15:31:00,15,3/5 19:27:00,15,3h 56m,3h 55m,3/5 11:36:00,7.66,Rainy Pass
Andy Pohl,12,3/5 15:50:00,16,3/5 19:30:00,16,3h 40m,3h 58m,3/5 11:52:00,7.56,Rainy Pass
Jeff King,40,3/5 14:10:00,15,3/5 19:34:00,15,5h 24m,3h 51m,3/5 10:19:00,7.79,Rainy Pass
Scott Janssen,23,3/5 13:40:00,15,3/5 19:37:00,15,5h 57m,4h 21m,3/5 09:19:00,6.90,Rainy Pass
Matthew Failor,55,3/5 16:20:00,16,3/5 20:03:00,16,3h 43m,3h 25m,3/5 12:55:00,8.78,Rainy Pass
Emily Maxwell,58,3/5 15:18:00,15,3/5 20:14:00,15,4h 56m,5h 14m,3/5 10:04:00,5.73,Rainy Pass
Katherine Keith,51,3/5 17:04:00,15,3/5 20:14:00,15,3h 10m,4h 4m,3/5 13:00:00,7.38,Rainy Pass
Tom Knolmayer,43,3/5 15:35:00,16,3/5 20:20:00,16,4h 45m,4h 9m,3/5 11:26:00,7.23,Rainy Pass
Charley Bejna,38,3/5 16:00:00,16,3/5 20:35:00,16,4h 35m,4h 32m,3/5 11:28:00,6.62,Rainy Pass
Jeff Deeter,45,3/5 16:38:00,16,3/5 20:48:00,16,4h 10m,3h 54m,3/5 12:44:00,7.69,Rainy Pass
"Michael Williams, Jr.",27,3/5 18:09:00,16,3/5 21:02:00,16,2h 53m,3h 33m,3/5 14:36:00,8.45,Rainy Pass
Allen Moore,26,3/5 15:30:00,15,3/5 21:26:00,15,5h 56m,3h 49m,3/5 11:41:00,7.86,Rainy Pass
Alan Eischens,53,3/5 16:47:00,15,3/5 23:16:00,15,6h 29m,4h 35m,3/5 12:12:00,6.55,Rainy Pass
Brett Bruggeman,37,3/5 18:46:00,16,3/5 23:40:00,16,4h 54m,3h 51m,3/5 14:55:00,7.79,Rainy Pass
Jim Lanier,32,3/5 19:01:00,16,3/5 23:57:00,16,4h 56m,4h 3m,3/5 14:58:00,7.41,Rainy Pass
Noah Pereira,49,3/5 19:47:00,16,3/6 00:02:00,16,4h 15m,3h 48m,3/5 15:59:00,7.89,Rainy Pass
Rob Cooke,10,3/5 20:12:00,16,3/6 01:27:00,16,5h 15m,4h 41m,3/5 15:31:00,6.41,Rainy Pass
Magnus Kaltenborn,6,3/5 20:47:00,16,3/6 02:17:00,16,5h 30m,3h 44m,3/5 17:03:00,8.04,Rainy Pass
Lev Shvarts,22,3/5 20:51:00,16,3/6 02:24:00,16,5h 33m,3h 49m,3/5 17:02:00,7.86,Rainy Pass
Monica Zappa,48,3/5 21:32:00,16,3/6 02:43:00,16,5h 11m,4h 7m,3/5 17:25:00,7.29,Rainy Pass
Andrew Nolan,56,3/5 21:35:00,15,3/6 02:45:00,15,5h 10m,4h 5m,3/5 17:30:00,7.35,Rainy Pass
Shaynee Traska,5,3/5 21:34:00,16,3/6 02:50:00,16,5h 16m,4h 18m,3/5 17:16:00,6.98,Rainy Pass
Meredith Mapes,16,3/5 16:56:00,15,3/6 02:58:00,14,10h 2m,4h 25m,3/5 12:31:00,6.79,Rainy Pass
Misha Wiljes,19,3/5 21:14:00,14,3/6 04:38:00,14,7h 24m,3h 56m,3/5 17:18:00,7.63,Rainy Pass
Dave Delcourt,57,3/5 23:23:00,16,3/6 05:28:00,15,6h 5m,4h 17m,3/5 19:06:00,7.00,Rainy Pass
Scott White,62,3/6 00:11:00,14,3/6 05:30:00,14,5h 19m,3h 42m,3/5 20:29:00,8.11,Rainy Pass
Jason Stewart,66,3/5 23:42:00,16,3/6 05:36:00,16,5h 54m,4h 13m,3/5 19:29:00,7.11,Rainy Pass
Steve Watkins,59,3/5 22:15:00,16,3/6 05:40:00,16,7h 25m,4h 33m,3/5 17:42:00,6.59,Rainy Pass
Tim Muto,42,3/6 00:01:00,13,3/6 06:16:00,13,6h 15m,3h 48m,3/5 20:13:00,7.89,Rainy Pass
Marcelle Fressineau,35,3/5 22:35:00,14,3/6 06:41:00,14,8h 6m,5h 18m,3/5 17:17:00,5.66,Rainy Pass
Peter Fleck,67,3/6 00:42:00,15,3/6 06:58:00,15,6h 16m,4h 4m,3/5 20:38:00,7.38,Rainy Pass
Anja Radano,24,3/5 23:59:00,16,3/6 07:04:00,16,7h 5m,4h 44m,3/5 19:15:00,6.34,Rainy Pass
Tom Schonberger,25,3/6 03:17:00,16,3/6 08:40:00,16,5h 23m,4h 54m,3/5 22:23:00,6.12,Rainy Pass
Tara Cicatello,44,3/6 03:14:00,13,3/6 11:04:00,13,7h 50m,5h 1m,3/5 22:13:00,5.98,Rainy Pass
DeeDee Jonrowe,39,3/5 16:41:00,16,,,,4h 22m,3/5 12:19:00,6.87,Rainy Pass
Ryan Redington,7,3/5 18:54:00,14,3/5 19:08:00,13,0h 14m,4h 0m,3/5 14:54:00,8.75,Rohn
Mitch Seavey,13,3/5 19:02:00,14,3/5 19:27:00,14,0h 25m,3h 44m,3/5 15:18:00,9.38,Rohn
Ray Redington Jr,17,3/5 19:22:00,16,3/5 19:36:00,16,0h 14m,4h 4m,3/5 15:18:00,8.61,Rohn
Joar Leifseth Ulsom,33,3/5 19:35:00,16,3/5 19:42:00,16,0h 7m,4h 0m,3/5 15:35:00,8.75,Rohn
Jessie Royer,36,3/5 19:54:00,15,3/5 20:14:00,15,0h 20m,4h 3m,3/5 15:51:00,8.64,Rohn
Aliy Zirkle,31,3/5 20:15:00,16,3/5 20:35:00,16,0h 20m,4h 22m,3/5 15:53:00,8.02,Rohn
Richie Diehl,29,3/5 21:42:00,16,3/5 22:01:00,16,0h 19m,8h 14m,3/5 13:28:00,4.25,Rohn
Ketil Reitan,54,3/5 22:04:00,15,3/5 22:04:00,15,0h 0m,4h 11m,3/5 17:53:00,8.37,Rohn
Michelle Phillips,18,3/5 21:51:00,15,3/5 22:24:00,15,0h 33m,4h 15m,3/5 17:36:00,8.24,Rohn
Ramey Smyth,21,3/5 22:38:00,16,3/5 22:49:00,16,0h 11m,4h 27m,3/5 18:11:00,7.87,Rohn
Rick Casillo,9,3/5 22:41:00,14,3/5 23:04:00,14,0h 23m,4h 4m,3/5 18:37:00,8.61,Rohn
Wade Marrs,11,3/5 18:45:00,15,3/5 23:25:00,15,4h 40m,3h 54m,3/5 14:51:00,8.97,Rohn
Nicolas Petit,46,3/5 19:04:00,16,3/5 23:29:00,16,4h 25m,3h 54m,3/5 15:10:00,8.97,Rohn
Jessie Holmes,41,3/5 20:38:00,16,3/5 23:29:00,16,2h 51m,8h 10m,3/5 12:28:00,4.29,Rohn
Peter Kaiser,30,3/5 20:16:00,15,3/6 00:16:00,15,4h 0m,4h 4m,3/5 16:12:00,8.61,Rohn
Aaron Burmeister,64,3/5 20:32:00,16,3/6 00:18:00,15,3h 46m,4h 9m,3/5 16:23:00,8.43,Rohn
Linwood Fiedler,8,3/5 20:13:00,15,3/6 00:44:00,15,4h 31m,4h 3m,3/5 16:10:00,8.64,Rohn
Kelly Maixner,52,3/5 21:22:00,16,3/6 01:36:00,16,4h 14m,4h 7m,3/5 17:15:00,8.50,Rohn
Cody Strathe,2,3/5 21:12:00,16,3/6 01:40:00,15,4h 28m,3h 54m,3/5 17:18:00,8.97,Rohn
Hugh Neff,68,3/5 21:10:00,15,3/6 01:52:00,15,4h 42m,4h 20m,3/5 16:50:00,8.08,Rohn
Larry Daugherty,14,3/6 02:04:00,15,3/6 02:31:00,15,0h 27m,9h 21m,3/5 16:43:00,3.74,Rohn
Lars Monsen,61,3/5 21:27:00,15,3/6 02:42:00,15,5h 15m,4h 13m,3/5 17:14:00,8.30,Rohn
Travis Beals,60,3/5 22:34:00,15,3/6 02:50:00,14,4h 16m,4h 12m,3/5 18:22:00,8.33,Rohn
Mats Pettersson,3,3/5 21:05:00,16,3/6 02:55:00,16,5h 50m,4h 10m,3/5 16:55:00,8.40,Rohn
Anna Berington,4,3/5 22:58:00,13,3/6 02:55:00,13,3h 57m,4h 28m,3/5 18:30:00,7.84,Rohn
Robert Redington,34,3/5 21:38:00,16,3/6 03:35:00,13,5h 57m,4h 29m,3/5 17:09:00,7.81,Rohn
Kristy Berington,20,3/5 23:38:00,15,3/6 04:00:00,15,4h 22m,4h 11m,3/5 19:27:00,8.37,Rohn
Andy Pohl,12,3/5 23:45:00,16,3/6 04:05:00,16,4h 20m,4h 15m,3/5 19:30:00,8.24,Rohn
Matthew Failor,55,3/5 23:47:00,16,3/6 04:18:00,16,4h 31m,3h 44m,3/5 20:03:00,9.38,Rohn
Brett Bruggeman,37,3/6 03:45:00,16,3/6 04:24:00,15,0h 39m,4h 5m,3/5 23:40:00,8.57,Rohn
Michi Konno,63,3/5 23:05:00,15,3/6 04:42:00,15,5h 37m,4h 1m,3/5 19:04:00,8.71,Rohn
Matt Hall,15,3/5 23:02:00,15,3/6 05:00:00,15,5h 58m,4h 13m,3/5 18:49:00,8.30,Rohn
Jeff King,40,3/5 23:36:00,15,3/6 05:00:00,15,5h 24m,4h 2m,3/5 19:34:00,8.68,Rohn
"Michael Williams, Jr.",27,3/6 00:56:00,16,3/6 05:09:00,15,4h 13m,3h 54m,3/5 21:02:00,8.97,Rohn
Bradley Farquhar,65,3/5 22:46:00,14,3/6 05:10:00,13,6h 24m,4h 24m,3/5 18:22:00,7.95,Rohn
Charley Bejna,38,3/6 00:44:00,16,3/6 05:56:00,16,5h 12m,4h 9m,3/5 20:35:00,8.43,Rohn
Katherine Keith,51,3/6 00:35:00,15,3/6 05:57:00,15,5h 22m,4h 21m,3/5 20:14:00,8.05,Rohn
Allen Moore,26,3/6 02:05:00,15,3/6 05:57:00,14,3h 52m,4h 39m,3/5 21:26:00,7.53,Rohn
Martin Buser,28,3/5 23:18:00,16,3/6 06:15:00,16,6h 57m,4h 8m,3/5 19:10:00,8.47,Rohn
Scott Janssen,23,3/6 00:02:00,15,3/6 06:15:00,15,6h 13m,4h 25m,3/5 19:37:00,7.92,Rohn
Aaron Peck,50,3/6 05:59:00,15,3/6 06:22:00,14,0h 23m,10h 59m,3/5 19:00:00,3.19,Rohn
Tom Knolmayer,43,3/6 00:26:00,16,3/6 06:35:00,15,6h 9m,4h 6m,3/5 20:20:00,8.54,Rohn
Emily Maxwell,58,3/6 00:41:00,15,3/6 07:04:00,14,6h 23m,4h 27m,3/5 20:14:00,7.87,Rohn
Shaynee Traska,5,3/6 07:38:00,16,3/6 08:05:00,16,0h 27m,4h 48m,3/6 02:50:00,7.29,Rohn
Monica Zappa,48,3/6 07:04:00,16,3/6 08:24:00,15,1h 20m,4h 21m,3/6 02:43:00,8.05,Rohn
Noah Pereira,49,3/6 04:08:00,16,3/6 08:25:00,15,4h 17m,4h 6m,3/6 00:02:00,8.54,Rohn
Alan Eischens,53,3/6 03:31:00,15,3/6 08:31:00,15,5h 0m,4h 15m,3/5 23:16:00,8.24,Rohn
Jeff Deeter,45,3/6 00:45:00,16,3/6 08:45:00,16,8h 0m,3h 57m,3/5 20:48:00,8.86,Rohn
Rob Cooke,10,3/6 05:54:00,16,3/6 10:00:00,16,4h 6m,4h 27m,3/6 01:27:00,7.87,Rohn
Jim Lanier,32,3/6 04:15:00,16,3/6 10:50:00,16,6h 35m,4h 18m,3/5 23:57:00,8.14,Rohn
Andrew Nolan,56,3/6 06:59:00,15,3/6 11:13:00,14,4h 14m,4h 14m,3/6 02:45:00,8.27,Rohn
Lev Shvarts,22,3/6 06:11:00,16,3/6 11:20:00,16,5h 9m,3h 47m,3/6 02:24:00,9.25,Rohn
Magnus Kaltenborn,6,3/6 06:28:00,16,3/6 12:00:00,16,5h 32m,4h 11m,3/6 02:17:00,8.37,Rohn
Misha Wiljes,19,3/6 09:07:00,14,3/6 14:20:00,14,5h 13m,4h 29m,3/6 04:38:00,7.81,Rohn
Dave Delcourt,57,3/6 09:46:00,15,3/6 14:55:00,15,5h 9m,4h 18m,3/6 05:28:00,8.14,Rohn
Scott White,62,3/6 09:30:00,14,3/6 15:04:00,14,5h 34m,4h 0m,3/6 05:30:00,8.75,Rohn
Meredith Mapes,16,3/6 07:09:00,14,3/6 16:24:00,14,9h 15m,4h 11m,3/6 02:58:00,8.37,Rohn
Anja Radano,24,3/6 11:01:00,16,3/6 16:24:00,15,5h 23m,3h 57m,3/6 07:04:00,8.86,Rohn
Tim Muto,42,3/6 10:11:00,13,3/6 16:36:00,13,6h 25m,3h 55m,3/6 06:16:00,8.94,Rohn
Peter Fleck,67,3/6 11:03:00,15,3/6 16:48:00,15,5h 45m,4h 5m,3/6 06:58:00,8.57,Rohn
Marcelle Fressineau,35,3/6 12:06:00,14,3/6 17:12:00,14,5h 6m,5h 25m,3/6 06:41:00,6.46,Rohn
Jason Stewart,66,3/6 10:09:00,16,3/6 18:58:00,15,8h 49m,4h 33m,3/6 05:36:00,7.69,Rohn
Tom Schonberger,25,3/6 14:53:00,16,3/6 22:15:00,13,7h 22m,6h 13m,3/6 08:40:00,5.63,Rohn
Tara Cicatello,44,3/6 17:06:00,13,3/6 23:41:00,13,6h 35m,6h 2m,3/6 11:04:00,5.80,Rohn
Steve Watkins,59,3/6 16:34:00,16,3/7 02:30:00,16,9h 56m,10h 54m,3/6 05:40:00,3.21,Rohn
Mitch Seavey,13,3/6 08:27:00,14,3/6 12:49:00,13,4h 22m,13h 0m,3/5 19:27:00,5.77,Nikolai
Joar Leifseth Ulsom,33,3/6 08:56:00,16,3/6 13:06:00,16,4h 10m,13h 14m,3/5 19:42:00,5.67,Nikolai
Ryan Redington,7,3/6 08:06:00,13,3/6 13:13:00,12,5h 7m,12h 58m,3/5 19:08:00,5.78,Nikolai
Nicolas Petit,46,3/6 08:25:00,16,3/6 13:21:00,15,4h 56m,8h 56m,3/5 23:29:00,8.40,Nikolai
Aaron Burmeister,64,3/6 12:46:00,15,3/6 13:27:00,15,0h 41m,12h 28m,3/6 00:18:00,6.02,Nikolai
Wade Marrs,11,3/6 09:19:00,15,3/6 13:31:00,15,4h 12m,9h 54m,3/5 23:25:00,7.58,Nikolai
Ray Redington Jr,17,3/6 09:04:00,16,3/6 13:44:00,15,4h 40m,13h 28m,3/5 19:36:00,5.57,Nikolai
Jessie Royer,36,3/6 10:48:00,15,3/6 14:55:00,15,4h 7m,14h 34m,3/5 20:14:00,5.15,Nikolai
Aliy Zirkle,31,3/6 11:00:00,16,3/6 15:06:00,15,4h 6m,14h 25m,3/5 20:35:00,5.20,Nikolai
Linwood Fiedler,8,3/6 09:41:00,15,3/6 15:43:00,15,6h 2m,8h 57m,3/6 00:44:00,8.38,Nikolai
Richie Diehl,29,3/6 11:09:00,16,3/6 16:21:00,15,5h 12m,13h 8m,3/5 22:01:00,5.71,Nikolai
Peter Kaiser,30,3/6 12:26:00,15,3/6 16:23:00,14,3h 57m,12h 10m,3/6 00:16:00,6.16,Nikolai
Hugh Neff,68,3/6 11:31:00,15,3/6 16:30:00,14,4h 59m,9h 39m,3/6 01:52:00,7.77,Nikolai
Mats Pettersson,3,3/6 11:48:00,16,3/6 16:51:00,16,5h 3m,8h 53m,3/6 02:55:00,8.44,Nikolai
Michelle Phillips,18,3/6 11:46:00,15,3/6 17:02:00,15,5h 16m,13h 22m,3/5 22:24:00,5.61,Nikolai
Kelly Maixner,52,3/6 12:58:00,16,3/6 17:08:00,16,4h 10m,11h 22m,3/6 01:36:00,6.60,Nikolai
Robert Redington,34,3/6 12:45:00,13,3/6 17:09:00,13,4h 24m,9h 10m,3/6 03:35:00,8.18,Nikolai
Rick Casillo,9,3/6 12:55:00,14,3/6 17:32:00,14,4h 37m,13h 51m,3/5 23:04:00,5.42,Nikolai
Matt Hall,15,3/6 12:50:00,15,3/6 17:35:00,14,4h 45m,7h 50m,3/6 05:00:00,9.57,Nikolai
Martin Buser,28,3/6 13:00:00,16,3/6 17:40:00,16,4h 40m,6h 45m,3/6 06:15:00,11.11,Nikolai
Ramey Smyth,21,3/6 13:02:00,16,3/6 18:15:00,16,5h 13m,14h 13m,3/5 22:49:00,5.28,Nikolai
Ketil Reitan,54,3/6 13:07:00,15,3/6 18:17:00,14,5h 10m,15h 3m,3/5 22:04:00,4.98,Nikolai
Travis Beals,60,3/6 13:23:00,14,3/6 18:20:00,14,4h 57m,10h 33m,3/6 02:50:00,7.11,Nikolai
Lars Monsen,61,3/6 11:51:00,15,3/6 18:46:00,15,6h 55m,9h 9m,3/6 02:42:00,8.20,Nikolai
Tom Knolmayer,43,3/6 14:12:00,15,3/6 19:27:00,15,5h 15m,7h 37m,3/6 06:35:00,9.85,Nikolai
Michi Konno,63,3/6 14:25:00,15,3/6 19:31:00,14,5h 6m,9h 43m,3/6 04:42:00,7.72,Nikolai
Jessie Holmes,41,3/6 12:39:00,16,3/6 19:36:00,15,6h 57m,13h 10m,3/5 23:29:00,5.70,Nikolai
Cody Strathe,2,3/6 13:53:00,15,3/6 19:40:00,14,5h 47m,12h 13m,3/6 01:40:00,6.14,Nikolai
Jeff King,40,3/6 14:47:00,15,3/6 19:40:00,15,4h 53m,9h 47m,3/6 05:00:00,7.67,Nikolai
Katherine Keith,51,3/6 15:09:00,15,3/6 20:24:00,14,5h 15m,9h 12m,3/6 05:57:00,8.15,Nikolai
Matthew Failor,55,3/6 17:28:00,16,3/6 20:30:00,16,3h 2m,13h 10m,3/6 04:18:00,5.70,Nikolai
Anna Berington,4,3/6 15:45:00,13,3/6 20:46:00,13,5h 1m,12h 50m,3/6 02:55:00,5.84,Nikolai
Larry Daugherty,14,3/6 16:57:00,15,3/6 22:10:00,15,5h 13m,14h 26m,3/6 02:31:00,5.20,Nikolai
Bradley Farquhar,65,3/6 19:46:00,13,3/6 22:35:00,13,2h 49m,14h 36m,3/6 05:10:00,5.14,Nikolai
Kristy Berington,20,3/6 18:17:00,15,3/6 23:26:00,15,5h 9m,14h 17m,3/6 04:00:00,5.25,Nikolai
Andy Pohl,12,3/6 18:22:00,16,3/6 23:32:00,15,5h 10m,14h 17m,3/6 04:05:00,5.25,Nikolai
"Michael Williams, Jr.",27,3/6 17:37:00,15,3/7 01:10:00,14,7h 33m,12h 28m,3/6 05:09:00,6.02,Nikolai
Charley Bejna,38,3/6 19:30:00,16,3/7 02:28:00,15,6h 58m,13h 34m,3/6 05:56:00,5.53,Nikolai
Emily Maxwell,58,3/6 19:34:00,14,3/7 02:57:00,14,7h 23m,12h 30m,3/6 07:04:00,6.00,Nikolai
Allen Moore,26,3/6 20:18:00,14,3/7 03:26:00,14,7h 8m,14h 21m,3/6 05:57:00,5.23,Nikolai
Jim Lanier,32,3/6 20:16:00,16,3/7 03:45:00,15,7h 29m,9h 26m,3/6 10:50:00,7.95,Nikolai
Scott Janssen,23,3/6 17:53:00,15,3/7 04:14:00,15,10h 21m,11h 38m,3/6 06:15:00,6.45,Nikolai
Brett Bruggeman,37,3/6 21:00:00,15,3/7 04:36:00,15,7h 36m,16h 36m,3/6 04:24:00,4.52,Nikolai
Noah Pereira,49,3/6 22:12:00,15,3/7 05:06:00,15,6h 54m,13h 47m,3/6 08:25:00,5.44,Nikolai
Aaron Peck,50,3/6 20:58:00,14,3/7 05:08:00,14,8h 10m,14h 36m,3/6 06:22:00,5.14,Nikolai
Alan Eischens,53,3/6 22:45:00,15,3/7 05:38:00,15,6h 53m,14h 14m,3/6 08:31:00,5.27,Nikolai
Monica Zappa,48,3/7 00:35:00,15,3/7 07:38:00,15,7h 3m,16h 11m,3/6 08:24:00,4.63,Nikolai
Andrew Nolan,56,3/7 01:05:00,14,3/7 08:30:00,13,7h 25m,13h 52m,3/6 11:13:00,5.41,Nikolai
Lev Shvarts,22,3/7 01:43:00,16,3/7 08:59:00,16,7h 16m,14h 23m,3/6 11:20:00,5.21,Nikolai
Shaynee Traska,5,3/7 01:15:00,16,3/7 09:35:00,16,8h 20m,17h 10m,3/6 08:05:00,4.37,Nikolai
Rob Cooke,10,3/7 02:56:00,16,3/7 12:13:00,16,9h 17m,16h 56m,3/6 10:00:00,4.43,Nikolai
Meredith Mapes,16,3/7 05:11:00,14,3/7 12:16:00,14,7h 5m,12h 47m,3/6 16:24:00,5.87,Nikolai
Magnus Kaltenborn,6,3/7 05:03:00,16,3/7 12:45:00,16,7h 42m,17h 3m,3/6 12:00:00,4.40,Nikolai
Dave Delcourt,57,3/7 04:57:00,15,3/7 12:50:00,14,7h 53m,14h 2m,3/6 14:55:00,5.34,Nikolai
Misha Wiljes,19,3/7 06:50:00,14,3/7 13:32:00,14,6h 42m,16h 30m,3/6 14:20:00,4.55,Nikolai
Anja Radano,24,3/7 07:47:00,15,3/7 14:37:00,15,6h 50m,15h 23m,3/6 16:24:00,4.88,Nikolai
Peter Fleck,67,3/7 07:37:00,15,3/7 14:40:00,15,7h 3m,14h 49m,3/6 16:48:00,5.06,Nikolai
Scott White,62,3/7 07:24:00,14,3/7 14:54:00,14,7h 30m,16h 20m,3/6 15:04:00,4.59,Nikolai
Marcelle Fressineau,35,3/7 08:35:00,14,3/7 16:50:00,14,8h 15m,15h 23m,3/6 17:12:00,4.88,Nikolai
Jason Stewart,66,3/7 10:37:00,15,3/7 16:51:00,15,6h 14m,15h 39m,3/6 18:58:00,4.79,Nikolai
Tim Muto,42,3/7 09:20:00,13,3/7 17:12:00,13,7h 52m,16h 44m,3/6 16:36:00,4.48,Nikolai
Tom Schonberger,25,3/7 16:33:00,13,3/7 22:15:00,13,5h 42m,18h 18m,3/6 22:15:00,4.10,Nikolai
Jeff Deeter,45,3/6 22:08:00,16,3/7 22:55:00,15,24h 47m,13h 23m,3/6 08:45:00,5.60,Nikolai
Steve Watkins,59,3/7 16:18:00,16,3/7 22:59:00,14,6h 41m,13h 48m,3/7 02:30:00,5.43,Nikolai
Tara Cicatello,44,3/7 17:12:00,13,3/7 23:12:00,13,6h 0m,17h 31m,3/6 23:41:00,4.28,Nikolai
Mitch Seavey,13,3/6 19:18:00,13,3/6 19:22:00,13,0h 4m,6h 29m,3/6 12:49:00,7.40,McGrath
Ray Redington Jr,17,3/6 21:21:00,15,3/6 21:25:00,15,0h 4m,7h 37m,3/6 13:44:00,6.30,McGrath
Jessie Royer,36,3/6 22:27:00,15,3/6 22:30:00,14,0h 3m,7h 32m,3/6 14:55:00,6.37,McGrath
Linwood Fiedler,8,3/6 22:46:00,15,3/6 22:48:00,15,0h 2m,7h 3m,3/6 15:43:00,6.81,McGrath
Aliy Zirkle,31,3/6 22:51:00,15,3/6 22:53:00,15,0h 2m,7h 45m,3/6 15:06:00,6.19,McGrath
Joar Leifseth Ulsom,33,3/6 19:59:00,16,3/6 23:06:00,16,3h 7m,6h 53m,3/6 13:06:00,6.97,McGrath
Peter Kaiser,30,3/6 23:42:00,14,3/6 23:46:00,14,0h 4m,7h 19m,3/6 16:23:00,6.56,McGrath
Richie Diehl,29,3/6 23:44:00,15,3/6 23:46:00,15,0h 2m,7h 23m,3/6 16:21:00,6.50,McGrath
Mats Pettersson,3,3/6 23:46:00,16,3/7 00:22:00,16,0h 36m,6h 55m,3/6 16:51:00,6.94,McGrath
Kelly Maixner,52,3/7 00:40:00,16,3/7 00:50:00,16,0h 10m,7h 32m,3/6 17:08:00,6.37,McGrath
Michelle Phillips,18,3/7 00:35:00,15,3/7 01:00:00,15,0h 25m,7h 33m,3/6 17:02:00,6.36,McGrath
Matt Hall,15,3/7 01:04:00,14,3/7 01:05:00,14,0h 1m,7h 29m,3/6 17:35:00,6.41,McGrath
Lars Monsen,61,3/7 01:32:00,15,3/7 01:33:00,15,0h 1m,6h 46m,3/6 18:46:00,7.09,McGrath
Ramey Smyth,21,3/7 01:53:00,16,3/7 01:54:00,16,0h 1m,7h 38m,3/6 18:15:00,6.29,McGrath
Michi Konno,63,3/7 02:39:00,14,3/7 02:51:00,14,0h 12m,7h 8m,3/6 19:31:00,6.73,McGrath
Cody Strathe,2,3/7 02:40:00,14,3/7 02:51:00,14,0h 11m,7h 0m,3/6 19:40:00,6.86,McGrath
Jessie Holmes,41,3/7 02:21:00,15,3/7 02:53:00,15,0h 32m,6h 45m,3/6 19:36:00,7.11,McGrath
Travis Beals,60,3/7 01:13:00,14,3/7 03:16:00,14,2h 3m,6h 53m,3/6 18:20:00,6.97,McGrath
Matthew Failor,55,3/7 03:02:00,16,3/7 03:20:00,16,0h 18m,6h 32m,3/6 20:30:00,7.35,McGrath
Hugh Neff,68,3/7 00:03:00,14,3/7 03:29:00,14,3h 26m,7h 33m,3/6 16:30:00,6.36,McGrath
